x,y
7.771777177717773,167.4206596951125
4.837483748374838,78.33820003323869
-8.881888188818882,122.8758888393642
0.19501950195019546,8.239538238881925
6.033603360336034,117.29594704771945
9.799979997999799,267.38413227368375
6.6816681668166815,130.66280746645435
-3.751375137513751,8.31089060004826
-3.9693969396939695,1.9058572925435264
9.871987198719872,261.48854556282055
-6.865686568656866,54.11842514839785
0.07100710071007121,-4.405097192431539
-4.343434343434343,13.937342184255362
-0.3490349034903488,1.2025878831440855
-7.031703170317032,55.88144010076209
-6.999699969997,47.76163976468651
0.37303730373037247,9.52055584265089
3.045304530453045,33.395056892910034
-1.6171617161716174,5.3894334454008925
-9.753975397539755,132.72128524862998
0.019001900190019683,4.889880808566048
-4.2994299429942995,15.251714801281494
5.8875887588758875,97.92697679504931
-3.105310531053105,4.860507465984586
3.9293929392939297,54.810830059519475
-9.815981598159816,142.3382384092322
0.6630663066306628,14.668950884572702
-4.957495749574957,21.029439786041504
-7.765776577657766,78.09879346138663
-8.327832783278328,99.18909229855697
1.4871487148714877,4.117225946100891
-5.005500550055006,32.38406498103922
-4.503450345034503,29.582801431422446
5.117511751175117,84.31115697492727
7.361736173617363,157.75462303660981
4.721472147214721,65.01675924989236
8.763876387638764,203.78694198710355
-4.67946794679468,15.210390056876715
-4.2254225422542255,9.119098360058748
3.141314131413141,41.21045640063257
-6.9816981698169815,60.069807715881005
2.9532953295329527,36.80888041811211
8.95189518951895,210.10083370766557
-7.513751375137513,66.50923525209555
9.615961596159615,226.7939879230306
6.797679767976799,132.013630044378
-9.955995599559955,141.50093694328683
4.257425742574258,62.34158715754977
-4.627462746274627,19.89717073230643
4.617461746174618,64.55441013558844
-8.965896589658966,105.2085264441734
-9.407940794079408,126.0234733252406
-1.0171017101710174,0.8384917185340799
6.807680768076807,143.79699971473175
-9.731973197319732,133.58884322401914
1.1371137113711374,10.184161574653226
7.569756975697569,159.2981063749236
3.1893189318931903,35.31841891899175
6.507650765076509,135.58157415900573
8.623862386238624,204.0354678859302
5.981598159815981,116.88486135288387
-5.265526552655266,16.06550575378447
-9.06990699069907,110.89844022047168
6.771677167716771,129.05342297052982
-5.97959795979598,42.045533060938716
4.757475747574757,71.12786273747811
-4.253425342534253,14.30467760463948
-4.691469146914692,29.8089819000475
-7.319731973197319,64.77611193632124
-6.857685768576857,62.61978676817071
-6.205620562056206,43.5704061210849
-2.5332533253325336,0.3198525432448972
9.795979597959796,256.3146387169412
1.823182318231824,25.770274875814522
3.2653265326532654,39.157000587205985
4.441444144414442,74.93268886895261
-3.273327332733273,-2.4521942161015726
-4.335433543354336,9.605397324788132
-9.47994799479948,136.34119800897525
-8.547854785478547,99.73222289392464
-7.3857385738573855,66.60781831510644
-7.405740574057406,74.15331527147382
-1.5711571157115714,-4.764510198611836
-9.891989198919893,140.00534271610377
-9.677967796779678,129.26111782444008
7.259725972597259,145.29283751052705
2.7572757275727575,28.416795484602154
1.5771577157715768,17.274244068494664
9.735973597359735,263.44341230850586
0.8310831083108319,5.203643012136503
2.269226922692269,24.48122586633168
-8.125812581258126,82.5608877123777
4.981498149814982,86.48868240895148
-9.373937393739373,119.29965434579698
-7.52975297529753,67.40803500486675
-2.059205920592059,-0.16004094020741388
-8.455845584558457,106.40822650542457
4.055405540554055,59.508883056228704
0.5530553055305525,10.279295531985142
-3.765376537653765,-0.4539115633694273
2.251225122512251,32.29764574085014
9.763976397639762,260.7779491579465
